id,nights_booked,occupancy,rental_income,star_rating
33452749.0,203.0,56.0,1201.0,5.0
33456276.0,207.0,68.0,2629.0,5.0
33452932.0,317.0,87.0,2879.0,5.0
33458307.0,356.0,98.0,2670.0,5.0
33454986.0,333.0,91.0,2636.0,5.0
33458512.0,76.0,25.0,1376.0,5.0
33459069.0,261.0,72.0,9287.0,5.0
33461003.0,164.0,49.0,3176.0,5.0
33453215.0,313.0,86.0,5034.0,5.0
33457302.0,205.0,56.0,3519.0,5.0
33456294.0,237.0,65.0,3219.0,5.0
33451948.0,207.0,57.0,1415.0,4.0
33453385.0,49.0,15.0,753.0,5.0
33460565.0,306.0,84.0,2703.0,5.0
33453043.0,332.0,91.0,1245.0,5.0
33457114.0,204.0,67.0,1530.0,5.0
33459020.0,114.0,31.0,3810.0,5.0
33459002.0,72.0,24.0,2815.0,5.0
33458612.0,67.0,44.0,3055.0,5.0
33453922.0,84.0,23.0,756.0,5.0
33460558.0,27.0,29.0,1269.0,5.0
33460124.0,206.0,56.0,1631.0,5.0
33453363.0,339.0,93.0,3277.0,5.0
33452765.0,155.0,42.0,1537.0,5.0
33460247.0,259.0,71.0,3022.0,4.0
33459262.0,75.0,31.0,1538.0,5.0
33459136.0,335.0,92.0,2931.0,5.0
33452712.0,266.0,73.0,2217.0,5.0
33453288.0,219.0,60.0,2245.0,5.0
33458737.0,187.0,56.0,1122.0,5.0
33457843.0,79.0,22.0,1797.0,5.0
33456642.0,208.0,57.0,3103.0,5.0
33452832.0,216.0,59.0,1908.0,5.0
33451563.0,119.0,39.0,595.0,4.0
33458255.0,239.0,88.0,2390.0,5.0
33468707.0,14.0,5.0,391.0,5.0
33453271.0,351.0,96.0,3569.0,5.0
33452400.0,136.0,37.0,1133.0,5.0
33453805.0,12.0,3.0,103.0,5.0
33452224.0,174.0,48.0,1146.0,5.0
33460419.0,12.0,13.0,572.0,5.0
33461024.0,13.0,42.0,2951.0,5.0
33464845.0,83.0,23.0,961.0,5.0
33457217.0,291.0,96.0,2212.0,5.0
33453478.0,155.0,42.0,1175.0,5.0
33453494.0,28.0,8.0,681.0,5.0
33453177.0,73.0,20.0,1113.0,5.0
33457140.0,262.0,96.0,2212.0,5.0
33457186.0,116.0,94.0,2204.0,5.0
33453051.0,311.0,85.0,2073.0,5.0
33453032.0,179.0,49.0,1178.0,5.0
33452877.0,309.0,85.0,1931.0,5.0
33464670.0,330.0,90.0,4593.0,5.0
33456980.0,121.0,33.0,716.0,5.0
33458291.0,358.0,98.0,2685.0,5.0
33453562.0,4.0,2.0,55.0,5.0
33452499.0,49.0,53.0,1748.0,5.0
33453092.0,262.0,72.0,3122.0,5.0
33458570.0,121.0,66.0,1896.0,5.0
33453903.0,93.0,28.0,1327.0,5.0
33454026.0,301.0,82.0,1405.0,5.0
33452432.0,246.0,67.0,1825.0,5.0
33457734.0,241.0,79.0,1952.0,5.0
33452061.0,315.0,86.0,1890.0,5.0
33457678.0,175.0,95.0,2363.0,5.0
33466649.0,100.0,27.0,1450.0,5.0
33454499.0,136.0,37.0,623.0,5.0
33461531.0,43.0,13.0,203.0,5.0
33454083.0,53.0,15.0,481.0,5.0
33453241.0,96.0,32.0,1162.0,5.0
33458837.0,100.0,27.0,1175.0,5.0
33454437.0,237.0,71.0,4158.0,5.0
33453404.0,156.0,43.0,3276.0,5.0
33459328.0,128.0,35.0,917.0,5.0
33458146.0,200.0,66.0,1760.0,4.0
33457571.0,264.0,87.0,2112.0,4.0
33458787.0,345.0,95.0,2818.0,5.0
33453139.0,315.0,86.0,2021.0,5.0
33458751.0,152.0,50.0,4165.0,5.0
33459581.0,63.0,21.0,1789.0,5.0
33457116.0,299.0,82.0,1694.0,5.0
33463250.0,282.0,77.0,5311.0,5.0
33453386.0,339.0,93.0,2543.0,5.0
33472705.0,222.0,61.0,4921.0,5.0
33453946.0,142.0,39.0,1870.0,5.0
33455061.0,100.0,27.0,3367.0,5.0
33457283.0,39.0,11.0,666.0,5.0
33457070.0,203.0,56.0,880.0,5.0
33459156.0,299.0,98.0,3169.0,5.0
33454260.0,187.0,51.0,2867.0,5.0
33454365.0,308.0,84.0,3029.0,5.0
33453423.0,64.0,23.0,1223.0,5.0
33459222.0,284.0,85.0,2091.0,5.0
33454319.0,191.0,52.0,2961.0,5.0
33458986.0,166.0,45.0,5257.0,5.0
33461674.0,124.0,37.0,4768.0,5.0
33465881.0,133.0,36.0,2195.0,5.0
33460604.0,133.0,36.0,1751.0,5.0
33453908.0,156.0,43.0,1378.0,5.0
33458672.0,288.0,79.0,2304.0,5.0
33457991.0,183.0,50.0,5033.0,5.0
33464775.0,114.0,31.0,1625.0,5.0
33456227.0,80.0,22.0,1000.0,5.0
33467145.0,310.0,85.0,8448.0,5.0
33453126.0,142.0,52.0,1294.0,5.0
33452317.0,184.0,50.0,1273.0,5.0
33453306.0,304.0,83.0,2179.0,5.0
33455409.0,220.0,60.0,2530.0,5.0
33457418.0,317.0,87.0,1427.0,5.0
33457143.0,82.0,22.0,567.0,5.0
33454242.0,91.0,25.0,1251.0,5.0
33452428.0,159.0,44.0,1206.0,5.0
33452122.0,134.0,44.0,1233.0,5.0
33452988.0,100.0,33.0,780.0,5.0
33454290.0,320.0,88.0,3413.0,5.0
33453804.0,310.0,85.0,2635.0,5.0
33453326.0,266.0,73.0,2438.0,5.0
33451856.0,31.0,8.0,393.0,5.0
33452862.0,39.0,11.0,419.0,5.0
33458377.0,111.0,37.0,1843.0,5.0
33452701.0,96.0,32.0,1114.0,5.0
33453013.0,349.0,96.0,2123.0,5.0
33463224.0,231.0,63.0,1097.0,5.0
33457184.0,54.0,18.0,977.0,5.0
33460793.0,213.0,58.0,2290.0,5.0
33464874.0,0.0,0.0,0.0,4.0
33453457.0,265.0,73.0,3953.0,5.0
33464446.0,291.0,80.0,1819.0,5.0
33452748.0,315.0,86.0,3124.0,5.0
33454093.0,239.0,65.0,2251.0,5.0
33461941.0,69.0,21.0,634.0,5.0
33457860.0,43.0,18.0,446.0,4.0
33451587.0,280.0,92.0,1540.0,5.0
33459515.0,302.0,83.0,1208.0,5.0
33469374.0,163.0,45.0,3518.0,5.0
33457120.0,77.0,25.0,631.0,5.0
33453437.0,113.0,34.0,1233.0,5.0
33451739.0,270.0,74.0,4568.0,5.0
33455183.0,15.0,4.0,164.0,5.0
33459205.0,46.0,17.0,547.0,5.0
33452254.0,233.0,77.0,2237.0,5.0
33458115.0,4.0,1.0,182.0,5.0
33459757.0,53.0,35.0,1261.0,5.0
33455426.0,236.0,65.0,3776.0,5.0
33464240.0,344.0,94.0,4873.0,5.0
33463195.0,309.0,85.0,1803.0,5.0
33453245.0,156.0,43.0,2535.0,5.0
33469390.0,206.0,56.0,1803.0,5.0
33461572.0,275.0,75.0,1352.0,5.0
33468984.0,117.0,32.0,3803.0,5.0
33453620.0,118.0,32.0,1298.0,5.0
33460537.0,319.0,87.0,3163.0,5.0
33454351.0,223.0,61.0,1431.0,5.0
33464021.0,89.0,48.0,1543.0,5.0
33457922.0,276.0,83.0,2860.0,5.0
33456245.0,90.0,30.0,990.0,5.0
33453286.0,136.0,37.0,2403.0,5.0
33452627.0,309.0,85.0,1725.0,5.0
33452488.0,186.0,51.0,1643.0,5.0
33453694.0,143.0,39.0,1180.0,5.0
33453183.0,128.0,35.0,1568.0,5.0
33452077.0,105.0,49.0,1560.0,4.0
33451834.0,92.0,25.0,1786.0,5.0
33458905.0,141.0,39.0,3631.0,5.0
33454118.0,75.0,21.0,1069.0,5.0
33453952.0,246.0,67.0,2194.0,5.0
33451792.0,125.0,37.0,1761.0,5.0
33458969.0,61.0,20.0,2037.0,5.0
33451847.0,52.0,17.0,411.0,5.0
33453019.0,40.0,13.0,560.0,5.0
33453582.0,57.0,16.0,675.0,5.0
33469406.0,332.0,91.0,7498.0,5.0
33452012.0,86.0,32.0,984.0,5.0
33453490.0,201.0,55.0,2178.0,5.0
33454464.0,44.0,21.0,1043.0,5.0
33452515.0,211.0,58.0,1635.0,5.0
33457976.0,29.0,10.0,336.0,5.0
33452606.0,36.0,10.0,339.0,5.0
33454817.0,58.0,47.0,2973.0,5.0
33460204.0,115.0,32.0,1083.0,5.0
33452477.0,78.0,21.0,683.0,5.0
33457041.0,44.0,14.0,326.0,5.0
33453914.0,47.0,13.0,834.0,5.0
33465909.0,83.0,34.0,1027.0,5.0
33457375.0,201.0,55.0,3551.0,5.0
33455868.0,260.0,71.0,3207.0,5.0
33452452.0,180.0,49.0,1380.0,5.0
33453675.0,149.0,41.0,1912.0,5.0
33458111.0,69.0,23.0,600.0,5.0
33452594.0,50.0,16.0,560.0,4.0
33459170.0,291.0,96.0,3085.0,5.0
33456626.0,237.0,65.0,3298.0,5.0
33451960.0,64.0,21.0,538.0,5.0
33464481.0,218.0,60.0,3434.0,5.0
33457083.0,197.0,80.0,1847.0,5.0
33453360.0,37.0,12.0,622.0,5.0
33455967.0,80.0,26.0,1208.0,5.0
33462986.0,224.0,61.0,4499.0,5.0
33452305.0,76.0,28.0,692.0,5.0
33453512.0,83.0,23.0,657.0,5.0
33453094.0,25.0,12.0,282.0,4.0
33451890.0,13.0,4.0,104.0,5.0
33464960.0,95.0,26.0,736.0,5.0
33451751.0,296.0,81.0,1505.0,5.0
33452352.0,272.0,75.0,1904.0,5.0
33457269.0,217.0,71.0,1671.0,5.0
33457709.0,166.0,45.0,1065.0,5.0
33454594.0,20.0,7.0,240.0,5.0
33465019.0,73.0,27.0,998.0,5.0
33464911.0,110.0,30.0,1192.0,5.0
33465894.0,64.0,18.0,848.0,5.0
33458067.0,345.0,95.0,1955.0,5.0
33453427.0,187.0,51.0,1371.0,5.0
33463381.0,272.0,99.0,3083.0,5.0
33457730.0,45.0,12.0,908.0,5.0
33453273.0,267.0,73.0,1869.0,5.0
33452522.0,303.0,83.0,2500.0,5.0
33451785.0,179.0,53.0,2425.0,5.0
33457544.0,43.0,14.0,344.0,5.0
33451902.0,105.0,29.0,709.0,4.0
33452336.0,77.0,21.0,918.0,5.0
33456952.0,75.0,25.0,1410.0,5.0
33457890.0,43.0,18.0,446.0,5.0
33455033.0,257.0,70.0,2763.0,5.0
33459542.0,211.0,58.0,2040.0,5.0
33452550.0,246.0,74.0,2236.0,5.0
33458768.0,68.0,37.0,1530.0,5.0
33451816.0,267.0,73.0,3360.0,5.0
33456204.0,277.0,76.0,3647.0,5.0
33458058.0,75.0,25.0,960.0,5.0
33458877.0,44.0,14.0,1351.0,5.0
33460435.0,271.0,74.0,2326.0,5.0
33451883.0,63.0,17.0,378.0,5.0
33451897.0,78.0,21.0,1079.0,5.0
33458760.0,199.0,55.0,1476.0,5.0
33458188.0,344.0,94.0,2523.0,5.0
33452925.0,319.0,87.0,1755.0,5.0
33457318.0,156.0,43.0,2730.0,5.0
33452834.0,38.0,13.0,479.0,4.0
33457798.0,258.0,77.0,1923.0,5.0
33453283.0,101.0,28.0,934.0,4.0
33451819.0,232.0,76.0,1694.0,5.0
33453394.0,290.0,79.0,2731.0,5.0
33453659.0,268.0,73.0,3305.0,5.0
33451916.0,29.0,8.0,176.0,5.0
33458233.0,29.0,11.0,287.0,5.0
33454224.0,190.0,52.0,4893.0,5.0
33453352.0,147.0,40.0,1090.0,5.0
33452532.0,222.0,61.0,1998.0,4.0
33454705.0,18.0,6.0,306.0,4.0
33467912.0,74.0,20.0,432.0,5.0
33452445.0,70.0,23.0,735.0,5.0
33456729.0,265.0,73.0,3997.0,5.0
33462259.0,249.0,68.0,2801.0,5.0
33452650.0,157.0,43.0,1492.0,5.0
33452427.0,45.0,15.0,459.0,5.0
33454732.0,21.0,6.0,455.0,5.0
33462407.0,115.0,75.0,3795.0,5.0
33458066.0,27.0,87.0,2322.0,5.0
33452266.0,15.0,6.0,182.0,5.0
33453788.0,282.0,77.0,2397.0,5.0
33453242.0,210.0,58.0,2713.0,5.0
33458988.0,29.0,10.0,293.0,5.0
33453872.0,85.0,40.0,1263.0,4.0
33452845.0,179.0,59.0,2255.0,5.0
33456059.0,75.0,25.0,1163.0,5.0
33460069.0,31.0,10.0,406.0,5.0
33458973.0,66.0,72.0,2222.0,5.0
33452390.0,140.0,51.0,1400.0,5.0
33453632.0,115.0,32.0,930.0,5.0
33457545.0,188.0,52.0,3478.0,5.0
33469454.0,81.0,22.0,1593.0,5.0
33457490.0,151.0,99.0,2416.0,5.0
33453975.0,195.0,53.0,2584.0,5.0
33458724.0,134.0,40.0,1035.0,5.0
33469435.0,106.0,29.0,1440.0,5.0
33462037.0,26.0,7.0,249.0,5.0
33453142.0,329.0,90.0,4003.0,5.0
33453623.0,113.0,31.0,1375.0,5.0
33453725.0,204.0,56.0,2618.0,5.0
33452350.0,59.0,22.0,649.0,5.0
33453841.0,141.0,42.0,1295.0,5.0
33453765.0,200.0,55.0,2400.0,5.0
33452047.0,194.0,64.0,1377.0,5.0
33452075.0,230.0,63.0,1399.0,5.0
33452270.0,181.0,60.0,1448.0,5.0
33451867.0,164.0,45.0,2296.0,5.0
33452087.0,159.0,52.0,1447.0,5.0
33458785.0,64.0,21.0,742.0,5.0
33461186.0,35.0,38.0,1563.0,5.0
33452311.0,95.0,28.0,838.0,5.0
33464094.0,16.0,4.0,131.0,5.0
33457304.0,111.0,90.0,2137.0,5.0
33464868.0,59.0,16.0,1057.0,4.0
33457507.0,154.0,63.0,1540.0,5.0
33453608.0,32.0,11.0,310.0,5.0
33457723.0,23.0,8.0,186.0,5.0
33454905.0,247.0,68.0,4981.0,5.0
33452180.0,31.0,100.0,3069.0,5.0
33452183.0,90.0,30.0,837.0,5.0
33451937.0,180.0,59.0,1476.0,5.0
33459151.0,152.0,42.0,1507.0,5.0
33454791.0,168.0,55.0,3360.0,5.0
33459615.0,54.0,18.0,1571.0,5.0
33456690.0,30.0,12.0,225.0,4.0
33458796.0,171.0,56.0,5045.0,5.0
33453685.0,194.0,53.0,2247.0,5.0
33464796.0,45.0,12.0,671.0,5.0
33453151.0,329.0,90.0,2248.0,5.0
33456885.0,17.0,5.0,264.0,4.0
33457363.0,141.0,39.0,2891.0,5.0
33454749.0,26.0,7.0,566.0,5.0
33452785.0,177.0,58.0,1841.0,5.0
33453759.0,48.0,52.0,2608.0,5.0
33454349.0,193.0,53.0,3024.0,5.0
33452144.0,212.0,70.0,1950.0,5.0
33458481.0,76.0,41.0,1216.0,5.0
33458369.0,58.0,24.0,660.0,5.0
33455471.0,147.0,40.0,1703.0,5.0
33452073.0,35.0,13.0,350.0,5.0
33452325.0,150.0,41.0,1225.0,5.0
33458075.0,165.0,45.0,1774.0,5.0
33460207.0,142.0,66.0,2779.0,5.0
33451711.0,203.0,56.0,1117.0,5.0
33454836.0,229.0,63.0,5248.0,5.0
33452745.0,27.0,9.0,319.0,5.0
33453530.0,88.0,29.0,827.0,5.0
33456847.0,53.0,43.0,914.0,5.0
33456636.0,154.0,51.0,816.0,5.0
33460533.0,244.0,67.0,2989.0,5.0
33458356.0,47.0,26.0,713.0,5.0
33456403.0,114.0,31.0,1558.0,5.0
33453586.0,117.0,38.0,3346.0,5.0
33457101.0,25.0,20.0,469.0,5.0
33457613.0,85.0,35.0,850.0,5.0
33453408.0,276.0,76.0,2070.0,5.0
33453075.0,143.0,39.0,941.0,5.0
33457064.0,28.0,11.0,263.0,5.0
33454219.0,120.0,33.0,960.0,5.0
33458033.0,232.0,69.0,1814.0,5.0
33460549.0,107.0,29.0,1355.0,5.0
33454174.0,210.0,58.0,2135.0,5.0
33457233.0,147.0,48.0,1117.0,5.0
33458555.0,282.0,77.0,2209.0,5.0
33458012.0,289.0,95.0,2457.0,5.0
33455350.0,299.0,82.0,3389.0,5.0
33458459.0,269.0,88.0,2475.0,5.0
33454364.0,183.0,50.0,2882.0,5.0
33457017.0,57.0,19.0,422.0,5.0
33452032.0,44.0,16.0,621.0,5.0
33458324.0,255.0,76.0,2086.0,5.0
33457373.0,270.0,74.0,2520.0,5.0
33452613.0,165.0,54.0,1584.0,5.0
33458474.0,157.0,58.0,1605.0,5.0
33458892.0,122.0,40.0,3770.0,5.0
33453970.0,119.0,39.0,2463.0,5.0
33456708.0,310.0,93.0,1691.0,5.0
33453106.0,25.0,12.0,514.0,5.0
33457870.0,29.0,8.0,747.0,4.0
33453407.0,212.0,58.0,2102.0,5.0
33451929.0,52.0,14.0,503.0,5.0
33451975.0,327.0,90.0,2316.0,4.0
33457924.0,54.0,25.0,648.0,5.0
33453140.0,147.0,48.0,2587.0,5.0
33455013.0,139.0,38.0,3718.0,5.0
33464928.0,158.0,43.0,1304.0,5.0
33459607.0,135.0,63.0,2237.0,5.0
33454508.0,189.0,52.0,3134.0,5.0
33452993.0,42.0,23.0,770.0,5.0
33458400.0,66.0,22.0,601.0,4.0
33453159.0,110.0,36.0,1969.0,5.0
33453116.0,162.0,44.0,1580.0,5.0
33451766.0,107.0,32.0,1654.0,5.0
33458954.0,144.0,47.0,4752.0,5.0
33459785.0,159.0,52.0,1908.0,5.0
33453491.0,52.0,17.0,993.0,5.0
33452998.0,13.0,6.0,251.0,5.0
33452725.0,45.0,16.0,585.0,5.0
33460759.0,70.0,23.0,1169.0,5.0
33457975.0,54.0,20.0,510.0,4.0
33454482.0,160.0,44.0,1907.0,5.0
33456788.0,61.0,20.0,390.0,5.0
33454280.0,27.0,13.0,714.0,5.0
33456628.0,52.0,14.0,771.0,5.0
33461819.0,70.0,23.0,1071.0,4.0
33453824.0,44.0,16.0,875.0,5.0
33459479.0,277.0,91.0,3158.0,5.0
33454737.0,34.0,11.0,415.0,5.0
33460989.0,160.0,53.0,3232.0,5.0
33457381.0,95.0,31.0,751.0,5.0
33457768.0,168.0,46.0,1540.0,5.0
33453945.0,144.0,39.0,1296.0,5.0
33451989.0,59.0,19.0,909.0,5.0
33453204.0,153.0,62.0,1970.0,5.0
33453474.0,80.0,26.0,640.0,5.0
33452569.0,41.0,13.0,459.0,5.0
33458385.0,45.0,49.0,1365.0,4.0
33453274.0,40.0,33.0,1620.0,5.0
33453518.0,15.0,5.0,135.0,5.0
33454726.0,111.0,41.0,1505.0,5.0
33457122.0,32.0,11.0,637.0,4.0
33456745.0,79.0,22.0,1192.0,5.0
33453157.0,80.0,65.0,1620.0,5.0
33453525.0,22.0,7.0,506.0,5.0
33454233.0,82.0,27.0,1009.0,5.0
33454523.0,60.0,20.0,1200.0,5.0
33459899.0,0.0,0.0,0.0,5.0
33452553.0,28.0,10.0,345.0,5.0
33458098.0,16.0,6.0,791.0,5.0
33459686.0,51.0,17.0,602.0,5.0
33457671.0,28.0,8.0,404.0,5.0
33461517.0,186.0,51.0,1752.0,5.0
33458955.0,336.0,92.0,2828.0,5.0
33458426.0,62.0,23.0,1164.0,5.0
33453802.0,153.0,42.0,1862.0,5.0
33454912.0,119.0,36.0,3159.0,5.0
33451949.0,55.0,16.0,325.0,4.0
33452688.0,114.0,38.0,1322.0,5.0
33456357.0,189.0,52.0,2583.0,5.0
33454188.0,50.0,14.0,1067.0,5.0
33454426.0,108.0,44.0,1593.0,5.0
33456740.0,131.0,53.0,1015.0,5.0
33454992.0,250.0,68.0,6771.0,5.0
33463725.0,21.0,7.0,191.0,5.0
33457529.0,141.0,39.0,2597.0,5.0
33452166.0,97.0,32.0,902.0,5.0
33459513.0,33.0,27.0,949.0,5.0
33451795.0,199.0,59.0,2044.0,5.0
33452807.0,107.0,32.0,1196.0,5.0
33454041.0,199.0,55.0,3599.0,5.0
33453448.0,46.0,15.0,529.0,5.0
33454120.0,12.0,4.0,300.0,4.0
33453353.0,63.0,21.0,1380.0,5.0
33453854.0,17.0,6.0,195.0,5.0
33453719.0,137.0,45.0,2000.0,5.0
33453233.0,153.0,50.0,2356.0,5.0
33452731.0,124.0,41.0,1451.0,5.0
33453514.0,53.0,43.0,1736.0,5.0
33454501.0,71.0,23.0,1022.0,5.0
33456222.0,265.0,87.0,3286.0,5.0
33452689.0,37.0,12.0,255.0,5.0
33452280.0,32.0,12.0,345.0,5.0
33454807.0,160.0,75.0,1646.0,5.0
33454650.0,33.0,11.0,396.0,4.0
33453887.0,304.0,83.0,2685.0,5.0
33455603.0,133.0,36.0,1585.0,5.0
33453374.0,11.0,4.0,94.0,4.0
33457496.0,52.0,17.0,510.0,3.0
33454436.0,104.0,34.0,437.0,5.0
33460850.0,30.0,10.0,375.0,5.0
33457310.0,240.0,72.0,2204.0,5.0
33460176.0,69.0,23.0,938.0,5.0
33453543.0,1.0,0.0,24.0,5.0
33454971.0,83.0,25.0,966.0,5.0
33455095.0,198.0,59.0,8928.0,5.0
33454721.0,120.0,39.0,2052.0,5.0
33452582.0,123.0,40.0,1378.0,5.0
33452819.0,35.0,12.0,441.0,5.0
33456578.0,197.0,59.0,3134.0,5.0
33458202.0,14.0,5.0,123.0,5.0
33453891.0,42.0,14.0,848.0,5.0
33457403.0,288.0,86.0,1335.0,5.0
33454613.0,31.0,10.0,372.0,5.0
33459309.0,50.0,54.0,1833.0,5.0
33457448.0,192.0,63.0,2266.0,5.0
33453602.0,138.0,45.0,1973.0,5.0
33458651.0,207.0,68.0,1490.0,5.0
33460582.0,109.0,36.0,1613.0,5.0
33464459.0,246.0,81.0,7159.0,5.0
33455457.0,15.0,48.0,2070.0,5.0
33464909.0,97.0,32.0,2474.0,5.0
33460367.0,2.0,1.0,28.0,5.0
33453563.0,61.0,50.0,2166.0,5.0
33454913.0,51.0,17.0,648.0,5.0
33462512.0,29.0,32.0,1837.0,5.0
33454538.0,133.0,44.0,2700.0,5.0
33455662.0,221.0,73.0,3160.0,5.0
33452577.0,248.0,82.0,2356.0,5.0
33453397.0,47.0,15.0,794.0,5.0
33453445.0,202.0,66.0,1798.0,5.0
33455514.0,173.0,57.0,2439.0,5.0
33453746.0,21.0,7.0,342.0,5.0
33452856.0,68.0,22.0,510.0,5.0
33455256.0,46.0,15.0,616.0,5.0
33451970.0,217.0,71.0,1953.0,5.0
33459420.0,42.0,20.0,1158.0,5.0
33452852.0,148.0,49.0,947.0,5.0
33453324.0,87.0,29.0,1888.0,5.0
33452677.0,120.0,39.0,1380.0,5.0
33454805.0,59.0,19.0,1192.0,5.0
33452957.0,252.0,92.0,1960.0,5.0
33458489.0,103.0,34.0,948.0,5.0
33457071.0,145.0,48.0,2828.0,5.0
33454632.0,59.0,39.0,1416.0,5.0
33457498.0,243.0,80.0,6610.0,5.0
33454567.0,44.0,14.0,678.0,5.0
33459117.0,80.0,26.0,840.0,5.0
33466063.0,145.0,53.0,2739.0,5.0
33451950.0,293.0,96.0,1553.0,5.0
33457713.0,40.0,13.0,960.0,5.0
33457559.0,91.0,30.0,728.0,5.0
33457465.0,253.0,83.0,2985.0,5.0
33453508.0,145.0,48.0,3190.0,5.0
33453321.0,31.0,100.0,3844.0,5.0
33451768.0,26.0,9.0,182.0,4.0
33457663.0,60.0,20.0,486.0,5.0
33456263.0,40.0,22.0,987.0,5.0
33459105.0,56.0,23.0,3171.0,5.0
33454259.0,97.0,32.0,2027.0,5.0
33459087.0,79.0,26.0,3421.0,5.0
33456134.0,215.0,88.0,3225.0,5.0
33452543.0,234.0,77.0,2597.0,5.0
33456963.0,59.0,19.0,448.0,5.0
33458863.0,137.0,64.0,5969.0,5.0
33456455.0,117.0,38.0,1942.0,5.0
33459250.0,72.0,24.0,1152.0,5.0
33453758.0,64.0,21.0,646.0,5.0
33453228.0,229.0,75.0,2244.0,5.0
33452155.0,84.0,28.0,647.0,5.0
33456114.0,64.0,21.0,998.0,5.0
33457161.0,154.0,56.0,1300.0,5.0
33457955.0,102.0,34.0,857.0,5.0
33455064.0,154.0,56.0,1437.0,5.0
33453301.0,37.0,12.0,459.0,4.0
33457172.0,68.0,22.0,510.0,5.0
33456910.0,194.0,79.0,1746.0,5.0
33452949.0,97.0,32.0,1300.0,5.0
33453962.0,75.0,27.0,1317.0,5.0
33457349.0,0.0,0.0,0.0,5.0
33451855.0,203.0,74.0,1624.0,5.0
33453856.0,111.0,37.0,2176.0,5.0
33453603.0,83.0,34.0,1370.0,5.0
33456190.0,175.0,71.0,1947.0,5.0
33458349.0,20.0,22.0,1093.0,5.0
33458742.0,40.0,43.0,1147.0,5.0
33460171.0,149.0,61.0,9368.0,5.0
33453208.0,79.0,29.0,729.0,5.0
33454405.0,101.0,55.0,2289.0,5.0
33452894.0,100.0,37.0,1456.0,5.0
33453693.0,65.0,24.0,1112.0,5.0
33457875.0,104.0,49.0,1233.0,5.0
33461029.0,54.0,25.0,933.0,5.0
33451836.0,194.0,71.0,2436.0,5.0
33454984.0,189.0,69.0,6027.0,5.0
33454576.0,54.0,22.0,1465.0,5.0
33458563.0,39.0,42.0,2509.0,5.0
33453150.0,91.0,99.0,3579.0,5.0
33452793.0,22.0,9.0,333.0,5.0
33459801.0,44.0,48.0,1760.0,5.0
33457813.0,66.0,27.0,916.0,5.0
33459467.0,149.0,61.0,1099.0,5.0
33457200.0,157.0,64.0,3945.0,5.0
33454701.0,68.0,25.0,1738.0,5.0
33453898.0,59.0,28.0,1644.0,5.0
33461494.0,121.0,79.0,7986.0,5.0
33454825.0,143.0,52.0,1954.0,5.0
33464524.0,200.0,73.0,9867.0,5.0
33456004.0,89.0,33.0,1523.0,5.0
33453541.0,284.0,78.0,3361.0,5.0
33453033.0,236.0,86.0,4117.0,5.0
33453175.0,106.0,50.0,2226.0,5.0
33454625.0,0.0,0.0,0.0,5.0
33458030.0,10.0,32.0,3370.0,5.0
33457180.0,95.0,77.0,4750.0,5.0
33453096.0,20.0,65.0,2320.0,5.0
33461044.0,109.0,44.0,1771.0,5.0
33459567.0,96.0,45.0,3758.0,4.0
33453038.0,52.0,34.0,1466.0,5.0
33454237.0,78.0,32.0,2711.0,4.0
33452288.0,148.0,60.0,1517.0,5.0
33452469.0,109.0,44.0,1254.0,5.0
33453322.0,84.0,34.0,1208.0,4.0
33469484.0,26.0,12.0,747.0,5.0
33455550.0,18.0,20.0,852.0,5.0
33455759.0,30.0,16.0,720.0,5.0
33453837.0,93.0,51.0,2558.0,5.0
33464642.0,104.0,68.0,3162.0,5.0
33453070.0,99.0,40.0,916.0,5.0
33456786.0,47.0,22.0,1235.0,5.0
33453783.0,7.0,8.0,341.0,5.0
33457499.0,10.0,5.0,316.0,5.0
33457817.0,50.0,20.0,1563.0,4.0
33458318.0,17.0,8.0,282.0,4.0
33460840.0,26.0,28.0,1534.0,5.0
33467567.0,56.0,26.0,1040.0,5.0
33454032.0,70.0,33.0,1110.0,4.0
33453569.0,77.0,42.0,1733.0,5.0
33458528.0,114.0,62.0,1881.0,5.0
33454430.0,97.0,40.0,1649.0,5.0
33451919.0,48.0,22.0,555.0,5.0
33463755.0,86.0,35.0,989.0,5.0
33454774.0,88.0,36.0,2882.0,5.0
33465941.0,177.0,72.0,2611.0,5.0
33455007.0,24.0,16.0,1454.0,5.0
33452880.0,90.0,59.0,2322.0,5.0
33454488.0,108.0,50.0,3039.0,5.0
33456711.0,8.0,4.0,241.0,5.0
33452966.0,176.0,82.0,1659.0,5.0
33456864.0,105.0,49.0,2790.0,5.0
33454294.0,95.0,44.0,1886.0,5.0
33457961.0,181.0,85.0,8248.0,5.0
33465997.0,22.0,71.0,2926.0,5.0
33459829.0,177.0,83.0,2175.0,5.0
33453329.0,44.0,21.0,1050.0,5.0
33460855.0,7.0,8.0,413.0,5.0
33460081.0,76.0,36.0,4506.0,5.0
33453638.0,113.0,74.0,3006.0,5.0
33452622.0,52.0,24.0,787.0,5.0
33454257.0,106.0,50.0,1893.0,5.0
33454265.0,134.0,63.0,2182.0,5.0
33453081.0,136.0,64.0,1438.0,5.0
33452046.0,124.0,58.0,2817.0,5.0
33460193.0,157.0,85.0,2329.0,5.0
33454053.0,46.0,25.0,859.0,5.0
33454882.0,117.0,55.0,3995.0,5.0
