id,nights_booked,occupancy,rental_income,star_rating
33458942.0,164.0,67.0,2071.0,5.0
33453481.0,11.0,3.0,267.0,5.0
33454246.0,280.0,84.0,2876.0,5.0
33467558.0,318.0,95.0,2862.0,5.0
33457693.0,282.0,84.0,2077.0,5.0
33454386.0,280.0,77.0,3150.0,5.0
33464720.0,338.0,93.0,5408.0,5.0
33455072.0,135.0,37.0,1755.0,5.0
33452768.0,210.0,58.0,1278.0,5.0
33464982.0,274.0,75.0,5275.0,5.0
33452034.0,258.0,71.0,1892.0,5.0
33452413.0,220.0,60.0,1833.0,5.0
33459621.0,120.0,33.0,980.0,5.0
33456953.0,107.0,29.0,633.0,5.0
33452716.0,59.0,19.0,684.0,5.0
33469606.0,1.0,0.0,27.0,5.0
33452387.0,229.0,83.0,1170.0,5.0
33452239.0,276.0,76.0,2208.0,5.0
33457572.0,314.0,86.0,1675.0,5.0
33452869.0,34.0,9.0,181.0,5.0
33451761.0,144.0,39.0,1344.0,5.0
33466530.0,289.0,79.0,3829.0,5.0
33452931.0,107.0,29.0,1186.0,5.0
33452015.0,71.0,77.0,1657.0,5.0
33455489.0,280.0,77.0,4947.0,5.0
33452307.0,279.0,76.0,3023.0,5.0
33452782.0,247.0,68.0,1153.0,5.0
33459764.0,49.0,53.0,1960.0,5.0
33457620.0,167.0,46.0,3187.0,5.0
33453868.0,84.0,25.0,802.0,5.0
33460710.0,252.0,69.0,3507.0,5.0
33458667.0,130.0,39.0,2813.0,5.0
33452603.0,229.0,63.0,1966.0,5.0
33453217.0,28.0,10.0,473.0,5.0
33453259.0,294.0,81.0,2646.0,5.0
33457483.0,231.0,63.0,5005.0,5.0
33454014.0,48.0,17.0,592.0,5.0
33453572.0,186.0,51.0,1271.0,5.0
33452383.0,296.0,81.0,2467.0,5.0
33462129.0,170.0,51.0,1839.0,5.0
33466011.0,211.0,58.0,2040.0,4.0
33452322.0,338.0,93.0,2507.0,5.0
33452454.0,253.0,76.0,2047.0,5.0
33458157.0,264.0,72.0,1936.0,5.0
33453287.0,189.0,52.0,1071.0,5.0
33454764.0,83.0,23.0,1363.0,5.0
33457191.0,92.0,60.0,1435.0,5.0
33456108.0,171.0,47.0,1226.0,5.0
33456871.0,243.0,73.0,1524.0,4.0
33459072.0,292.0,80.0,2506.0,5.0
33454556.0,288.0,79.0,1392.0,5.0
33453313.0,32.0,9.0,293.0,5.0
33453372.0,229.0,63.0,4256.0,5.0
33453194.0,29.0,8.0,193.0,5.0
33459220.0,210.0,58.0,2433.0,5.0
33455388.0,130.0,36.0,975.0,5.0
33464150.0,200.0,73.0,3356.0,5.0
33457599.0,215.0,59.0,1236.0,5.0
33457614.0,336.0,92.0,1960.0,5.0
33452990.0,66.0,18.0,809.0,5.0
33451642.0,350.0,96.0,2975.0,5.0
33453652.0,142.0,39.0,1633.0,5.0
33462358.0,109.0,30.0,2652.0,5.0
33452056.0,247.0,68.0,1832.0,5.0
33458826.0,59.0,18.0,1593.0,5.0
33452219.0,261.0,72.0,2066.0,5.0
33452596.0,191.0,52.0,1035.0,4.0
33452939.0,219.0,60.0,2592.0,5.0
33457468.0,223.0,61.0,4646.0,5.0
33452364.0,270.0,74.0,2228.0,5.0
33452740.0,318.0,87.0,1113.0,5.0
33460961.0,55.0,15.0,839.0,5.0
33456241.0,209.0,57.0,2822.0,5.0
33457107.0,77.0,21.0,1271.0,5.0
33452756.0,21.0,6.0,88.0,4.0
33457043.0,312.0,93.0,2297.0,5.0
33458598.0,89.0,24.0,771.0,5.0
33458920.0,86.0,24.0,2236.0,5.0
33455355.0,193.0,53.0,1448.0,5.0
33452375.0,89.0,32.0,880.0,5.0
33454045.0,106.0,29.0,777.0,5.0
33454688.0,193.0,53.0,2670.0,5.0
33453411.0,220.0,60.0,1375.0,5.0
33452958.0,218.0,60.0,2598.0,5.0
33458845.0,87.0,26.0,2357.0,5.0
33454216.0,339.0,93.0,3136.0,5.0
33452717.0,199.0,55.0,1161.0,5.0
33461105.0,40.0,13.0,952.0,5.0
33453185.0,93.0,43.0,850.0,5.0
33454534.0,220.0,60.0,2182.0,5.0
33457427.0,346.0,95.0,3345.0,5.0
33453189.0,100.0,65.0,1660.0,5.0
33453495.0,280.0,77.0,2147.0,5.0
33464779.0,37.0,10.0,509.0,5.0
33453213.0,99.0,32.0,1198.0,5.0
33452537.0,253.0,76.0,2277.0,5.0
33453576.0,137.0,38.0,3071.0,5.0
33459236.0,287.0,79.0,3492.0,5.0
33458868.0,190.0,52.0,1520.0,5.0
33459221.0,109.0,71.0,2333.0,5.0
33454644.0,144.0,39.0,768.0,5.0
33462392.0,282.0,77.0,3878.0,5.0
33454164.0,162.0,44.0,5508.0,5.0
33461397.0,0.0,0.0,0.0,5.0
33457089.0,243.0,67.0,3949.0,5.0
33452662.0,179.0,58.0,1951.0,5.0
33457685.0,175.0,48.0,1560.0,5.0
33459202.0,258.0,71.0,2967.0,5.0
33461591.0,224.0,61.0,2557.0,5.0
33452905.0,204.0,56.0,2329.0,5.0
33454195.0,196.0,54.0,1797.0,5.0
33455405.0,115.0,32.0,863.0,5.0
33454336.0,125.0,34.0,1958.0,5.0
33469422.0,151.0,41.0,1460.0,5.0
33459836.0,66.0,72.0,2662.0,5.0
33459820.0,191.0,52.0,1926.0,5.0
33453376.0,146.0,40.0,1363.0,5.0
33452878.0,302.0,83.0,3372.0,5.0
33453483.0,170.0,47.0,1842.0,5.0
33454058.0,79.0,29.0,1931.0,5.0
33456509.0,295.0,81.0,4179.0,5.0
33452920.0,364.0,100.0,4247.0,5.0
33459270.0,36.0,13.0,436.0,5.0
33469309.0,129.0,35.0,3300.0,5.0
33460824.0,253.0,69.0,3669.0,5.0
33459850.0,178.0,49.0,1825.0,5.0
33464282.0,178.0,49.0,2077.0,5.0
33454194.0,183.0,50.0,1876.0,5.0
33453864.0,227.0,83.0,2623.0,5.0
33455494.0,364.0,100.0,4277.0,5.0
33452595.0,158.0,47.0,1365.0,4.0
33452783.0,316.0,87.0,3160.0,5.0
33460157.0,33.0,9.0,371.0,5.0
33452718.0,78.0,21.0,748.0,5.0
33460447.0,89.0,24.0,905.0,5.0
33455569.0,105.0,29.0,1251.0,5.0
33453439.0,59.0,32.0,1701.0,5.0
33458899.0,66.0,18.0,402.0,5.0
33455119.0,221.0,61.0,1805.0,5.0
33453838.0,57.0,27.0,1466.0,5.0
33456618.0,286.0,78.0,1144.0,5.0
33457291.0,131.0,36.0,993.0,5.0
33459193.0,272.0,75.0,1813.0,5.0
33452637.0,160.0,44.0,1427.0,5.0
33452666.0,280.0,77.0,2683.0,5.0
33454720.0,170.0,47.0,3329.0,5.0
33453443.0,62.0,41.0,3360.0,5.0
33459150.0,276.0,76.0,3542.0,5.0
33461154.0,191.0,52.0,3884.0,5.0
33456472.0,228.0,62.0,3211.0,5.0
33454734.0,159.0,44.0,2465.0,5.0
33451965.0,244.0,67.0,1362.0,5.0
33453003.0,284.0,78.0,1041.0,4.0
33451646.0,28.0,8.0,140.0,4.0
33460104.0,207.0,57.0,2294.0,5.0
33452860.0,272.0,75.0,1337.0,5.0
33458702.0,345.0,95.0,2243.0,5.0
33451628.0,0.0,0.0,0.0,5.0
33456728.0,210.0,63.0,2902.0,5.0
33452703.0,325.0,97.0,2039.0,5.0
33454271.0,113.0,31.0,1196.0,5.0
33458639.0,86.0,26.0,751.0,5.0
33453045.0,18.0,5.0,108.0,5.0
33458090.0,53.0,35.0,1389.0,5.0
33457872.0,103.0,37.0,1293.0,5.0
33457331.0,314.0,86.0,2041.0,5.0
33456678.0,292.0,80.0,1436.0,5.0
33458814.0,57.0,21.0,1868.0,5.0
33455140.0,107.0,70.0,1819.0,5.0
33455985.0,267.0,73.0,3404.0,5.0
33453190.0,309.0,85.0,4944.0,5.0
33460744.0,173.0,47.0,2408.0,5.0
33457382.0,196.0,54.0,4247.0,5.0
33459984.0,178.0,49.0,5844.0,5.0
33454009.0,250.0,68.0,3417.0,5.0
33453990.0,212.0,58.0,1890.0,5.0
33453311.0,157.0,43.0,1492.0,5.0
33462968.0,34.0,9.0,493.0,5.0
33466725.0,90.0,98.0,5460.0,5.0
33459361.0,211.0,58.0,1530.0,5.0
33458686.0,310.0,85.0,1989.0,5.0
33452286.0,60.0,49.0,1215.0,5.0
33463605.0,114.0,31.0,1036.0,5.0
33453981.0,168.0,46.0,1540.0,5.0
33453627.0,10.0,4.0,96.0,4.0
33454586.0,343.0,94.0,4402.0,5.0
33452680.0,189.0,52.0,1717.0,5.0
33454545.0,119.0,33.0,1517.0,5.0
33459495.0,105.0,69.0,2394.0,5.0
33453209.0,56.0,17.0,453.0,5.0
33452839.0,133.0,87.0,1968.0,5.0
33460508.0,48.0,20.0,870.0,5.0
33453224.0,257.0,70.0,2591.0,5.0
33452190.0,322.0,88.0,2093.0,5.0
33451782.0,338.0,93.0,1972.0,5.0
33452408.0,130.0,36.0,943.0,5.0
33452584.0,250.0,68.0,2125.0,5.0
33459886.0,72.0,78.0,2976.0,5.0
33457820.0,317.0,87.0,2166.0,5.0
33461613.0,243.0,67.0,8080.0,5.0
33458858.0,183.0,50.0,1891.0,5.0
33453963.0,239.0,65.0,996.0,5.0
33453061.0,177.0,48.0,752.0,5.0
33453717.0,210.0,58.0,1750.0,5.0
33455080.0,107.0,29.0,4102.0,5.0
33452607.0,254.0,70.0,2223.0,5.0
33452184.0,280.0,77.0,1330.0,5.0
33457908.0,320.0,88.0,2213.0,5.0
33456438.0,146.0,40.0,2020.0,5.0
33455106.0,244.0,67.0,1728.0,5.0
33456894.0,190.0,52.0,2977.0,5.0
33452358.0,234.0,64.0,1716.0,5.0
33453583.0,211.0,58.0,6119.0,5.0
33459988.0,0.0,0.0,0.0,5.0
33458581.0,116.0,76.0,2204.0,5.0
33452787.0,303.0,83.0,1843.0,5.0
33457593.0,94.0,51.0,1253.0,5.0
33455169.0,264.0,72.0,2882.0,5.0
33457883.0,21.0,23.0,2030.0,5.0
33457694.0,75.0,49.0,3585.0,5.0
33457575.0,68.0,19.0,1281.0,5.0
33461777.0,286.0,78.0,3599.0,5.0
33452902.0,98.0,27.0,613.0,5.0
33452861.0,238.0,65.0,2618.0,5.0
33452656.0,132.0,36.0,748.0,5.0
33454204.0,273.0,75.0,1593.0,5.0
33453657.0,108.0,30.0,873.0,5.0
33453640.0,71.0,19.0,574.0,5.0
33453567.0,119.0,33.0,942.0,5.0
33454072.0,109.0,30.0,1026.0,4.0
33454212.0,212.0,58.0,2173.0,4.0
33459532.0,173.0,47.0,3705.0,4.0
33459106.0,108.0,30.0,1521.0,5.0
33453121.0,352.0,96.0,5163.0,5.0
33453295.0,255.0,70.0,3485.0,5.0
33452973.0,145.0,40.0,471.0,4.0
33452335.0,145.0,40.0,1184.0,5.0
33452291.0,33.0,9.0,267.0,5.0
33460431.0,245.0,67.0,2062.0,5.0
33453384.0,163.0,54.0,1923.0,5.0
33454868.0,85.0,23.0,878.0,5.0
33463126.0,255.0,70.0,2210.0,5.0
33454160.0,191.0,52.0,2833.0,5.0
33457434.0,114.0,31.0,2166.0,5.0
33456009.0,300.0,82.0,3125.0,5.0
33469341.0,276.0,76.0,4324.0,5.0
33453932.0,84.0,23.0,1540.0,4.0
33454273.0,38.0,10.0,1032.0,5.0
33465859.0,214.0,59.0,2515.0,5.0
33456944.0,147.0,40.0,870.0,5.0
33459917.0,63.0,41.0,1575.0,5.0
33460705.0,57.0,17.0,570.0,5.0
33459167.0,254.0,70.0,2688.0,5.0
33457576.0,312.0,85.0,10764.0,5.0
33454066.0,316.0,87.0,2976.0,5.0
33452996.0,154.0,42.0,898.0,5.0
33453085.0,58.0,16.0,817.0,5.0
33459052.0,176.0,48.0,5999.0,5.0
33466918.0,276.0,76.0,5290.0,5.0
33458279.0,200.0,55.0,1500.0,4.0
33453593.0,61.0,18.0,532.0,5.0
33453650.0,148.0,41.0,1209.0,5.0
33458043.0,2.0,1.0,58.0,5.0
33458673.0,287.0,79.0,4712.0,5.0
33459669.0,65.0,18.0,639.0,5.0
33457516.0,91.0,25.0,925.0,5.0
33451724.0,226.0,62.0,2034.0,5.0
33454299.0,185.0,51.0,2852.0,5.0
33452197.0,231.0,69.0,1953.0,5.0
33453964.0,94.0,26.0,854.0,5.0
33454833.0,147.0,40.0,2585.0,5.0
33461897.0,306.0,84.0,4029.0,5.0
33459022.0,46.0,14.0,427.0,5.0
33454747.0,141.0,39.0,2268.0,5.0
33463482.0,70.0,46.0,1554.0,5.0
33451693.0,51.0,33.0,673.0,5.0
33451663.0,353.0,97.0,3148.0,5.0
33453267.0,316.0,87.0,5161.0,5.0
33459421.0,346.0,95.0,3229.0,5.0
33453833.0,180.0,49.0,1560.0,5.0
33460428.0,276.0,76.0,3289.0,5.0
33453515.0,358.0,98.0,2775.0,4.0
33451676.0,237.0,65.0,1284.0,4.0
33463506.0,242.0,66.0,2097.0,5.0
33453846.0,117.0,32.0,1004.0,5.0
33459596.0,283.0,78.0,6839.0,5.0
33454857.0,310.0,85.0,7156.0,5.0
33455532.0,296.0,81.0,3478.0,5.0
33453622.0,54.0,20.0,1974.0,5.0
33460573.0,281.0,77.0,3606.0,5.0
33454371.0,319.0,87.0,3509.0,5.0
33451688.0,339.0,93.0,1497.0,5.0
33455221.0,178.0,49.0,1958.0,5.0
33451784.0,259.0,94.0,1324.0,5.0
33454521.0,148.0,41.0,1788.0,5.0
33452766.0,173.0,47.0,1730.0,5.0
33452540.0,298.0,82.0,1565.0,5.0
33452384.0,298.0,82.0,2136.0,5.0
33453754.0,134.0,55.0,1692.0,5.0
33460786.0,140.0,51.0,2644.0,5.0
33453309.0,92.0,25.0,1265.0,5.0
33464940.0,287.0,79.0,1076.0,5.0
33456595.0,41.0,17.0,912.0,5.0
33458548.0,19.0,12.0,695.0,5.0
33453426.0,157.0,43.0,1675.0,5.0
33460683.0,101.0,28.0,1465.0,5.0
33461119.0,106.0,32.0,2303.0,5.0
33454147.0,163.0,45.0,1494.0,5.0
33454458.0,159.0,44.0,1007.0,5.0
33465926.0,186.0,51.0,1194.0,5.0
33459704.0,127.0,38.0,1374.0,4.0
33457104.0,175.0,95.0,1633.0,5.0
33460492.0,19.0,7.0,306.0,5.0
33452851.0,290.0,79.0,1329.0,5.0
33454076.0,112.0,31.0,1587.0,5.0
33458839.0,93.0,25.0,736.0,5.0
33454471.0,229.0,63.0,2634.0,5.0
33458337.0,93.0,25.0,1263.0,5.0
33454326.0,46.0,13.0,495.0,5.0
33454208.0,284.0,78.0,4236.0,5.0
33452172.0,222.0,61.0,1443.0,5.0
33454309.0,146.0,40.0,1570.0,5.0
33457419.0,305.0,100.0,2410.0,5.0
33454023.0,230.0,63.0,2051.0,5.0
33454186.0,219.0,60.0,2008.0,5.0
33456815.0,179.0,97.0,2059.0,5.0
33455234.0,149.0,41.0,1651.0,5.0
33454776.0,54.0,15.0,554.0,5.0
33457743.0,295.0,81.0,1991.0,5.0
33453100.0,286.0,78.0,4052.0,5.0
33452989.0,93.0,25.0,326.0,4.0
33451579.0,149.0,41.0,646.0,5.0
33469359.0,94.0,26.0,1488.0,5.0
33452938.0,248.0,68.0,1405.0,5.0
33453255.0,225.0,62.0,2269.0,5.0
33458697.0,32.0,9.0,256.0,5.0
33457481.0,345.0,95.0,1639.0,5.0
33460012.0,142.0,39.0,1527.0,5.0
33454844.0,209.0,57.0,1306.0,5.0
33453071.0,190.0,57.0,1382.0,5.0
33455032.0,97.0,27.0,768.0,5.0
33459365.0,96.0,26.0,896.0,5.0
33455157.0,142.0,39.0,1503.0,5.0
33458520.0,283.0,92.0,2632.0,5.0
33455027.0,293.0,80.0,3589.0,5.0
33458218.0,306.0,84.0,2270.0,5.0
33451708.0,353.0,97.0,3089.0,5.0
33457997.0,147.0,96.0,2499.0,5.0
33454381.0,51.0,17.0,979.0,5.0
