id,airbnb_city,lat,lon,star_rating
33464529.0,Orlando,28.6017,-81.3565,5.0
33463287.0,Orlando,28.6017,-81.3565,5.0
33463591.0,Orlando,28.6017,-81.3565,5.0
33464375.0,Orlando,28.468,-81.3953,5.0
33463136.0,Orlando,28.5559,-81.4686,5.0
33456825.0,Orlando,28.456,-81.4706,5.0
33452338.0,Orlando,28.5652,-81.3379,5.0
33459036.0,Orlando,28.4556,-81.4686,5.0
33459957.0,Orlando,28.4885,-81.4075,4.0
33453745.0,Orlando,28.5267,-81.2954,5.0
33459451.0,Orlando,28.4567,-81.468,5.0
33454126.0,Orlando,28.544,-81.3643,5.0
33453222.0,Orlando,28.5397,-81.3815,4.0
33463622.0,Orlando,28.6003,-81.3674,5.0
33453127.0,Orlando,28.4823,-81.4634,5.0
33451571.0,Orlando,28.5822,-81.4076,5.0
33463169.0,Orlando,28.4986,-81.2693,5.0
33452893.0,Orlando,28.5534,-81.3523,5.0
33453212.0,Orlando,28.5007,-81.2969,5.0
33451728.0,Orlando,28.4848,-81.3044,5.0
33451707.0,Orlando,28.4842,-81.3058,5.0
33452850.0,Orlando,28.5667,-81.3672,5.0
33451862.0,Orlando,28.4907,-81.441,5.0
33459282.0,Orlando,28.5742,-81.3843,5.0
33452505.0,Orlando,28.5408,-81.3747,5.0
33467530.0,Orlando,28.3348,-81.2753,5.0
33453475.0,Orlando,28.4818,-81.4635,5.0
33467545.0,Orlando,28.3386,-81.2786,5.0
33452518.0,Orlando,28.498,-81.4543,5.0
33456131.0,Orlando,28.518,-81.3401,5.0
33458756.0,Orlando,28.5646,-81.3877,5.0
33453612.0,Orlando,28.4997,-81.3051,5.0
33453547.0,Orlando,28.5237,-81.3205,5.0
33461174.0,Orlando,28.4887,-81.3856,5.0
33457272.0,Orlando,28.5553,-81.3969,5.0
33452824.0,Orlando,28.5223,-81.3533,5.0
33453989.0,Orlando,28.4577,-81.337,5.0
33456848.0,Orlando,28.4956,-81.4371,5.0
33469259.0,Orlando,28.343,-81.3226,4.0
33464326.0,Orlando,28.5949,-81.3738,5.0
33453310.0,Orlando,28.5936,-81.3526,5.0
33453119.0,Orlando,28.5279,-81.3696,5.0
33460734.0,Orlando,28.5781,-81.3791,5.0
33453290.0,Orlando,28.5145,-81.3745,5.0
33453136.0,Orlando,28.5267,-81.3873,4.0
33454710.0,Orlando,28.5335,-81.4216,5.0
33457449.0,Orlando,28.5131,-81.3748,5.0
33455102.0,Orlando,28.5179,-81.3646,5.0
33452200.0,Orlando,28.564,-81.3061,5.0
33453447.0,Orlando,28.5153,-81.3537,5.0
33453727.0,Orlando,28.5096,-81.3016,5.0
33459184.0,Orlando,28.4577,-81.468,5.0
33460033.0,Orlando,28.4902,-81.4053,5.0
33457410.0,Orlando,28.5537,-81.3979,5.0
33453393.0,Orlando,28.4908,-81.4061,4.0
33452203.0,Orlando,28.5389,-81.3652,5.0
33457900.0,Orlando,28.5431,-81.4823,5.0
33452473.0,Orlando,28.5342,-81.3671,5.0
33452723.0,Orlando,28.5067,-81.3007,5.0
33453480.0,Orlando,28.5327,-81.41,5.0
33461334.0,Orlando,28.5582,-81.386,5.0
33451608.0,Orlando,28.5804,-81.4078,5.0
33451747.0,Orlando,28.4859,-81.3049,5.0
33464014.0,Orlando,28.6023,-81.35,5.0
33463998.0,Orlando,28.6009,-81.3508,5.0
33452565.0,Orlando,28.5257,-81.3372,5.0
33456212.0,Orlando,28.4155,-81.213,5.0
33452403.0,Orlando,28.535,-81.3653,5.0
33463245.0,Orlando,28.4992,-81.2739,5.0
33461686.0,Orlando,28.4883,-81.3844,5.0
33458343.0,Orlando,28.4572,-81.4696,5.0
33453074.0,Orlando,28.483,-81.4635,5.0
33453056.0,Orlando,28.485,-81.4647,5.0
33464405.0,Orlando,28.6312,-81.4176,5.0
33456281.0,Orlando,28.5474,-81.3688,5.0
33454450.0,Orlando,28.5037,-81.3599,5.0
33453174.0,Orlando,28.4944,-81.4059,5.0
33452489.0,Orlando,28.5415,-81.3726,5.0
33453749.0,Orlando,28.5512,-81.3698,5.0
33451631.0,Orlando,28.5827,-81.4064,5.0
33452798.0,Orlando,28.5286,-81.2992,5.0
33461316.0,Orlando,28.5604,-81.3859,5.0
33453275.0,Orlando,28.5063,-81.466,5.0
33456772.0,Orlando,28.4578,-81.4688,5.0
33453419.0,Orlando,28.5663,-81.3268,5.0
33458171.0,Orlando,28.4821,-81.4821,5.0
33453235.0,Orlando,28.503,-81.2953,5.0
33454453.0,Orlando,28.5272,-81.2882,5.0
33454184.0,Orlando,28.5406,-81.3709,5.0
33462348.0,Orlando,28.3732,-81.3295,5.0
33457707.0,Orlando,28.4559,-81.4671,5.0
33453852.0,Orlando,28.5399,-81.3701,5.0
33457938.0,Orlando,28.4559,-81.4674,5.0
33454818.0,Orlando,28.5303,-81.3326,5.0
33459518.0,Orlando,28.5719,-81.3777,5.0
33454115.0,Orlando,28.5201,-81.338,5.0
33459089.0,Orlando,28.4571,-81.4618,5.0
33458656.0,Orlando,28.4527,-81.4678,5.0
33458942.0,Orlando,28.4567,-81.468,5.0
33453481.0,Orlando,28.5693,-81.3465,5.0
33454246.0,Orlando,28.5362,-81.3722,5.0
33467558.0,Orlando,28.3641,-81.2405,5.0
33457693.0,Orlando,28.4552,-81.4464,5.0
33454386.0,Orlando,28.5165,-81.2978,5.0
33464720.0,Orlando,28.6026,-81.3558,5.0
33455072.0,Orlando,28.531,-81.3631,5.0
33452768.0,Orlando,28.5506,-81.3753,5.0
33464982.0,Orlando,28.5955,-81.3442,5.0
33452034.0,Orlando,28.4896,-81.441,5.0
33452413.0,Orlando,28.491,-81.4174,5.0
33459621.0,Orlando,28.5725,-81.3814,5.0
33456953.0,Orlando,28.4567,-81.468,5.0
33452716.0,Orlando,28.4828,-81.4379,5.0
33469606.0,Orlando,28.5501,-81.2741,5.0
33452387.0,Orlando,28.5049,-81.3536,5.0
33452239.0,Orlando,28.4877,-81.4337,5.0
33457572.0,Orlando,28.5639,-81.2835,5.0
33452869.0,Orlando,28.5054,-81.3014,5.0
33451761.0,Orlando,28.4824,-81.3167,5.0
33466530.0,Orlando,28.4823,-81.3779,5.0
33452931.0,Orlando,28.4845,-81.4389,5.0
33452015.0,Orlando,28.5702,-81.3637,5.0
33455489.0,Orlando,28.535,-81.3402,5.0
33452307.0,Orlando,28.3973,-81.3614,5.0
33452782.0,Orlando,28.5365,-81.31,5.0
33459764.0,Orlando,28.4562,-81.4682,5.0
33457620.0,Orlando,28.5431,-81.3807,5.0
33453868.0,Orlando,28.4939,-81.2967,5.0
33460710.0,Orlando,28.4695,-81.4645,5.0
33458667.0,Orlando,28.4633,-81.4598,5.0
33452603.0,Orlando,28.5916,-81.354,5.0
33453217.0,Orlando,28.4879,-81.4119,5.0
33453259.0,Orlando,28.5405,-81.3813,5.0
33457483.0,Orlando,28.5086,-81.3343,5.0
33454014.0,Orlando,28.5032,-81.2975,5.0
33453572.0,Orlando,28.4933,-81.4073,5.0
33452383.0,Orlando,28.4924,-81.4517,5.0
33462129.0,Orlando,28.5202,-81.508,5.0
33466011.0,Orlando,28.4772,-81.3653,4.0
33452322.0,Orlando,28.433,-81.3752,5.0
33452454.0,Orlando,28.5445,-81.3622,5.0
33458157.0,Orlando,28.4819,-81.4775,5.0
33453287.0,Orlando,28.4937,-81.4057,5.0
33454764.0,Orlando,28.5048,-81.2999,5.0
33457191.0,Orlando,28.5532,-81.4173,5.0
33456108.0,Orlando,28.4894,-81.4748,5.0
33456871.0,Orlando,28.4569,-81.4678,4.0
33459072.0,Orlando,28.4567,-81.468,5.0
33454556.0,Orlando,28.5405,-81.3005,5.0
33453313.0,Orlando,28.5342,-81.4652,5.0
33453372.0,Orlando,28.5862,-81.3537,5.0
33453194.0,Orlando,28.5052,-81.3001,5.0
33459220.0,Orlando,28.6,-81.3886,5.0
33455388.0,Orlando,28.5425,-81.3046,5.0
33464150.0,Orlando,28.5959,-81.3783,5.0
33457599.0,Orlando,28.5736,-81.2946,5.0
33457614.0,Orlando,28.5733,-81.285,5.0
33452990.0,Orlando,28.5693,-81.3418,5.0
33451642.0,Orlando,28.5808,-81.4076,5.0
33453652.0,Orlando,28.5451,-81.3694,5.0
33462358.0,Orlando,28.3859,-81.3451,5.0
33452056.0,Orlando,28.4828,-81.464,5.0
33458826.0,Orlando,28.4757,-81.4687,5.0
33452219.0,Orlando,28.4836,-81.4639,5.0
33452596.0,Orlando,28.5406,-81.3725,4.0
33452939.0,Orlando,28.562,-81.3357,5.0
33457468.0,Orlando,28.5182,-81.353,5.0
33452364.0,Orlando,28.4848,-81.4234,5.0
33452740.0,Orlando,28.4928,-81.2982,5.0
33460961.0,Orlando,28.5539,-81.3881,5.0
33456241.0,Orlando,28.5383,-81.3701,5.0
33457107.0,Orlando,28.5384,-81.3708,5.0
33452756.0,Orlando,28.5042,-81.3002,4.0
33457043.0,Orlando,28.4771,-81.4212,5.0
33458598.0,Orlando,28.485,-81.4781,5.0
33458920.0,Orlando,28.479,-81.4583,5.0
33455355.0,Orlando,28.5424,-81.3043,5.0
33452375.0,Orlando,28.5445,-81.3137,5.0
33454045.0,Orlando,28.5429,-81.3136,5.0
33454688.0,Orlando,28.5291,-81.3508,5.0
33453411.0,Orlando,28.4894,-81.4065,5.0
33452958.0,Orlando,28.5452,-81.3487,5.0
33458845.0,Orlando,28.4785,-81.457,5.0
33454216.0,Orlando,28.5412,-81.3795,5.0
33452717.0,Orlando,28.5211,-81.332,5.0
33461105.0,Orlando,28.451,-81.4565,5.0
33453185.0,Orlando,28.4897,-81.4053,5.0
33454534.0,Orlando,28.5323,-81.3537,5.0
33457427.0,Orlando,28.5537,-81.3979,5.0
33453189.0,Orlando,28.5077,-81.3562,5.0
33453495.0,Orlando,28.5045,-81.2984,5.0
33464779.0,Orlando,28.5708,-81.4697,5.0
33453213.0,Orlando,28.5453,-81.3686,5.0
33452537.0,Orlando,28.5687,-81.3494,5.0
33453576.0,Orlando,28.4844,-81.4228,5.0
33459236.0,Orlando,28.5923,-81.3837,5.0
33458868.0,Orlando,28.5917,-81.3826,5.0
33459221.0,Orlando,28.457,-81.4686,5.0
33454644.0,Orlando,28.537,-81.2907,5.0
33462392.0,Orlando,28.5242,-81.5022,5.0
33454164.0,Orlando,28.4643,-81.3342,5.0
33461397.0,Orlando,28.5723,-81.4599,5.0
33457089.0,Orlando,28.5233,-81.3556,5.0
33452662.0,Orlando,28.5481,-81.3178,5.0
33457685.0,Orlando,28.467,-81.4242,5.0
33459202.0,Orlando,28.5933,-81.3949,5.0
33461591.0,Orlando,28.5942,-81.3605,5.0
33452905.0,Orlando,28.5689,-81.3491,5.0
33454195.0,Orlando,28.5497,-81.38,5.0
33455405.0,Orlando,28.5416,-81.3027,5.0
33454336.0,Orlando,28.54,-81.3715,5.0
33469422.0,Orlando,28.3448,-81.3048,5.0
33459836.0,Orlando,28.456,-81.4673,5.0
33459820.0,Orlando,28.4573,-81.4666,5.0
33453376.0,Orlando,28.5448,-81.4628,5.0
33452878.0,Orlando,28.5521,-81.3527,5.0
33453483.0,Orlando,28.5452,-81.3667,5.0
33454058.0,Orlando,28.5403,-81.4119,5.0
33456509.0,Orlando,28.5397,-81.38,5.0
33452920.0,Orlando,28.5615,-81.3391,5.0
33459270.0,Orlando,28.4574,-81.4676,5.0
33469309.0,Orlando,28.3588,-81.301,5.0
33460824.0,Orlando,28.475,-81.4685,5.0
33459850.0,Orlando,28.4569,-81.4684,5.0
33464282.0,Orlando,28.6022,-81.3487,5.0
33454194.0,Orlando,28.509,-81.2958,5.0
33453864.0,Orlando,28.5345,-81.3638,5.0
33455494.0,Orlando,28.5476,-81.3718,5.0
33452595.0,Orlando,28.5392,-81.3635,4.0
33452783.0,Orlando,28.5916,-81.3528,5.0
33460157.0,Orlando,28.456,-81.4688,5.0
33452718.0,Orlando,28.5646,-81.3271,5.0
33460447.0,Orlando,28.5745,-81.3964,5.0
33455569.0,Orlando,28.5294,-81.3643,5.0
33453439.0,Orlando,28.481,-81.4654,5.0
33458899.0,Orlando,28.5702,-81.3783,5.0
33455119.0,Orlando,28.5781,-81.3774,5.0
33453838.0,Orlando,28.5088,-81.3831,5.0
33456618.0,Orlando,28.4761,-81.4244,5.0
33457291.0,Orlando,28.5537,-81.4199,5.0
33459193.0,Orlando,28.5708,-81.3823,5.0
33452637.0,Orlando,28.5535,-81.3552,5.0
33452666.0,Orlando,28.4986,-81.4549,5.0
33454720.0,Orlando,28.5396,-81.3716,5.0
33453443.0,Orlando,28.5623,-81.3286,5.0
33459150.0,Orlando,28.4868,-81.4846,5.0
33461154.0,Orlando,28.4772,-81.4634,5.0
33456472.0,Orlando,28.545,-81.3804,5.0
33454734.0,Orlando,28.5217,-81.3152,5.0
33451965.0,Orlando,28.5712,-81.353,5.0
33453003.0,Orlando,28.5321,-81.409,4.0
33451646.0,Orlando,28.5097,-81.4586,4.0
33460104.0,Orlando,28.4569,-81.4675,5.0
33452860.0,Orlando,28.5359,-81.4668,5.0
33458702.0,Orlando,28.5959,-81.3944,5.0
33451628.0,Orlando,28.4953,-81.4457,5.0
33456728.0,Orlando,28.5757,-81.3775,5.0
33452703.0,Orlando,28.5332,-81.3641,5.0
33454271.0,Orlando,28.521,-81.3151,5.0
33458639.0,Orlando,28.4555,-81.4686,5.0
33453045.0,Orlando,28.525,-81.3181,5.0
33458090.0,Orlando,28.4732,-81.4665,5.0
33457872.0,Orlando,28.4657,-81.4244,5.0
33457331.0,Orlando,28.4577,-81.467,5.0
33456678.0,Orlando,28.4773,-81.4272,5.0
33458814.0,Orlando,28.4738,-81.4675,5.0
33455140.0,Orlando,28.5418,-81.3044,5.0
33455985.0,Orlando,28.5408,-81.3764,5.0
33453190.0,Orlando,28.5611,-81.3065,5.0
33460744.0,Orlando,28.4762,-81.4753,5.0
33457382.0,Orlando,28.5373,-81.4647,5.0
33459984.0,Orlando,28.4898,-81.4852,5.0
33454009.0,Orlando,28.5477,-81.3626,5.0
33453990.0,Orlando,28.5039,-81.3602,5.0
33453311.0,Orlando,28.5391,-81.3883,5.0
33462968.0,Orlando,28.5009,-81.353,5.0
33466725.0,Orlando,28.4806,-81.3781,5.0
33459361.0,Orlando,28.5735,-81.3815,5.0
33458686.0,Orlando,28.5898,-81.3951,5.0
33452286.0,Orlando,28.5428,-81.3156,5.0
33463605.0,Orlando,28.6004,-81.366,5.0
33453981.0,Orlando,28.5293,-81.2973,5.0
33453627.0,Orlando,28.4912,-81.4135,4.0
33454586.0,Orlando,28.529,-81.3304,5.0
33452680.0,Orlando,28.5649,-81.3559,5.0
33454545.0,Orlando,28.5057,-81.3013,5.0
33459495.0,Orlando,28.4573,-81.4674,5.0
33453209.0,Orlando,28.5083,-81.4677,5.0
33452839.0,Orlando,28.5239,-81.3696,5.0
33460508.0,Orlando,28.4557,-81.4683,5.0
33453224.0,Orlando,28.5654,-81.3694,5.0
33452190.0,Orlando,28.5473,-81.369,5.0
33451782.0,Orlando,28.5158,-81.4277,5.0
33452408.0,Orlando,28.5554,-81.3698,5.0
33452584.0,Orlando,28.5611,-81.3274,5.0
33459886.0,Orlando,28.4573,-81.4673,5.0
33457820.0,Orlando,28.4593,-81.4436,5.0
33461613.0,Orlando,28.4812,-81.4766,5.0
33458858.0,Orlando,28.4766,-81.4746,5.0
33453963.0,Orlando,28.5,-81.2831,5.0
33453061.0,Orlando,28.5327,-81.41,5.0
33453717.0,Orlando,28.5188,-81.3596,5.0
33455080.0,Orlando,28.546,-81.317,5.0
33452607.0,Orlando,28.5602,-81.3552,5.0
33452184.0,Orlando,28.5444,-81.304,5.0
33457908.0,Orlando,28.4561,-81.4688,5.0
33456438.0,Orlando,28.5293,-81.3632,5.0
33455106.0,Orlando,28.5404,-81.303,5.0
33456894.0,Orlando,28.5382,-81.3713,5.0
33452358.0,Orlando,28.5616,-81.3072,5.0
33453583.0,Orlando,28.5703,-81.3404,5.0
33459988.0,Orlando,28.4551,-81.448,5.0
33458581.0,Orlando,28.4556,-81.468,5.0
33452787.0,Orlando,28.5137,-81.3532,5.0
33457593.0,Orlando,28.4531,-81.4666,5.0
33455169.0,Orlando,28.5025,-81.3368,5.0
33457883.0,Orlando,28.5441,-81.3766,5.0
33457694.0,Orlando,28.5441,-81.3766,5.0
33457575.0,Orlando,28.5424,-81.3752,5.0
33461777.0,Orlando,28.5552,-81.3803,5.0
33452902.0,Orlando,28.5134,-81.3496,5.0
33452861.0,Orlando,28.5624,-81.3203,5.0
33452656.0,Orlando,28.5072,-81.3483,5.0
33454204.0,Orlando,28.4929,-81.2794,5.0
33453657.0,Orlando,28.5065,-81.3024,5.0
33453640.0,Orlando,28.5071,-81.301,5.0
33453567.0,Orlando,28.514,-81.3005,5.0
33454072.0,Orlando,28.5123,-81.3003,4.0
33454212.0,Orlando,28.505,-81.297,4.0
33459532.0,Orlando,28.4832,-81.4837,4.0
33459106.0,Orlando,28.5465,-81.4829,5.0
33453121.0,Orlando,28.5752,-81.3323,5.0
33453295.0,Orlando,28.5112,-81.4278,5.0
33452973.0,Orlando,28.5114,-81.4011,4.0
33452335.0,Orlando,28.4975,-81.4549,5.0
33452291.0,Orlando,28.4959,-81.4362,5.0
33460431.0,Orlando,28.5007,-81.3576,5.0
33453384.0,Orlando,28.5416,-81.3816,5.0
33454868.0,Orlando,28.5397,-81.3802,5.0
33463126.0,Orlando,28.4789,-81.4057,5.0
33454160.0,Orlando,28.5413,-81.3704,5.0
33457434.0,Orlando,28.5173,-81.3528,5.0
33456009.0,Orlando,28.5715,-81.3729,5.0
33469341.0,Orlando,28.3374,-81.3249,5.0
33453932.0,Orlando,28.533,-81.4234,4.0
33454273.0,Orlando,28.5131,-81.3889,5.0
33465859.0,Orlando,28.4853,-81.2458,5.0
33456944.0,Orlando,28.4517,-81.4684,5.0
33459917.0,Orlando,28.4557,-81.4674,5.0
33460705.0,Orlando,28.5842,-81.3805,5.0
33459167.0,Orlando,28.5871,-81.3826,5.0
33457576.0,Orlando,28.5175,-81.354,5.0
33454066.0,Orlando,28.496,-81.3941,5.0
33452996.0,Orlando,28.5049,-81.302,5.0
33453085.0,Orlando,28.5475,-81.318,5.0
33459052.0,Orlando,28.4653,-81.4713,5.0
33466918.0,Orlando,28.5473,-81.3741,5.0
33458279.0,Orlando,28.4564,-81.4695,4.0
33453593.0,Orlando,28.4946,-81.2975,5.0
33453650.0,Orlando,28.5074,-81.3354,5.0
33458043.0,Orlando,28.5458,-81.376,5.0
33458673.0,Orlando,28.5439,-81.2944,5.0
33459669.0,Orlando,28.4557,-81.4671,5.0
33457516.0,Orlando,28.5631,-81.3942,5.0
33451724.0,Orlando,28.5822,-81.4073,5.0
33454299.0,Orlando,28.5406,-81.3693,5.0
33452197.0,Orlando,28.515,-81.4155,5.0
33453964.0,Orlando,28.5211,-81.332,5.0
33454833.0,Orlando,28.525,-81.3365,5.0
33461897.0,Orlando,28.5709,-81.3807,5.0
33459022.0,Orlando,28.4569,-81.4687,5.0
33454747.0,Orlando,28.5092,-81.3348,5.0
33463482.0,Orlando,28.5986,-81.3661,5.0
33451693.0,Orlando,28.5289,-81.4649,5.0
33451663.0,Orlando,28.5815,-81.407,5.0
33453267.0,Orlando,28.5477,-81.3165,5.0
33459421.0,Orlando,28.4562,-81.4674,5.0
